Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,log_price,neighbor_price_mmscaled,neighbor_log_price_stdscaled,OverallQual_weight,OverallCond_weight,ExterQual_weight,ExterCond_weight,BsmtQual_weight,BsmtCond_weight,KitchenQual_weight,FireplaceQu_weight,GarageQual_weight,GarageCond_weight,PoolQC_weight,Functional_weight,total_sf,has_2nd,has_bsmt,has_garage,has_pool,log_1stFlrSF,log_2ndFlrSF,log_TotalBsmtSF,log_GrLivArea,log_LotArea,log_total_sf,house_age,remod_age,yrs_before_remod,is_remodeled,built_era,year_price
27,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,234,Rec,486,180,900,GasA,TA,Y,SBrkr,900,0,0,900,0,1,1,0,3,1,Gd,5,Typ,0,NA,Detchd,2005.0,Unf,2,576,TA,TA,Y,222,32,0,0,0,0,NA,,,0,5,2010,WD,Normal,134800,11.811554895830454,0.1996909418649644,-0.47610629843638597,-0.12500025722977443,0.48740583399344795,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,0.4217845321219884,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,1800,0,1,1,0,6.803505257608338,0.0,6.803505257608338,6.803505257608338,8.881975184248867,7.496097345175956,59,10,49,0,40-60,126577.15333333335
28,20,RL,98.0,11478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,200.0,Gd,TA,PConc,Ex,TA,No,GLQ,1218,Unf,0,486,1704,GasA,Ex,Y,SBrkr,1704,0,0,1704,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2008.0,RFn,3,772,TA,TA,Y,0,50,0,0,0,0,NA,,,0,5,2010,WD,Normal,306000,12.631343648903034,0.919631689749054,1.7317154365030598,0.8771361607767336,1.125140229698647,0.4731004782357291,0.7910193916083161,1.6746701301184388,0.8414380290427941,0.4217845321219884,0.4665072995866137,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,3408,0,1,1,0,7.4413203897176174,0.0,7.4413203897176174,7.4413203897176174,9.348274558065496,8.134174272137903,3,2,1,0,post-2000,270977.6532029708
29,20,RL,47.0,16321,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1997,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,Gd,BLQ,1277,Unf,0,207,1484,GasA,TA,Y,SBrkr,1600,0,0,1600,1,0,1,0,2,1,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,1,319,TA,TA,Y,288,258,0,0,0,0,NA,,,0,12,2006,WD,Normal,207500,12.242891437918386,0.1996909418649644,-0.47610629843638597,-0.12500025722977443,0.39772452605877767,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,-0.5454255891887809,0.4665072995866137,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,3084,0,1,1,0,7.3783837129967145,0.0,7.3031700512368,7.3783837129967145,9.700269170029188,8.034306936339489,49,9,40,0,40-60,143518.09522893775
30,30,RM,60.0,6324,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,520,520,GasA,Fa,N,SBrkr,520,0,0,520,0,0,1,0,1,1,Fa,4,Typ,0,NA,Detchd,1920.0,Unf,1,240,Fa,TA,Y,49,0,87,0,0,0,NA,,,0,5,2008,WD,Normal,68500,11.134603622683905,0.11092306981807476,-1.0294580017070376,-0.4375959738818907,0.39772452605877767,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,-1.2642573688060426,-0.9736390554138661,-0.5593222888879998,1.3911454555230773,-0.9466925362138892,1.1793467749881468,1040,0,1,1,0,6.255750041753367,0.0,6.255750041753367,6.255750041753367,8.752265313595721,6.947937068614969,81,58,23,0,1900-1940,124911.7757936508
31,70,C (all),50.0,8500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0,Unf,0,649,649,GasA,TA,N,SBrkr,649,668,0,1317,0,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1920.0,Unf,1,250,TA,Fa,N,0,54,172,0,0,0,NA,MnPrv,,0,7,2008,WD,Normal,40000,10.596659732783579,0.006536501924222393,-1.7136263261971685,-0.4375959738818907,-0.30273806717393753,-0.3987887853731639,-0.8903884178563259,-0.3542190655479322,0.8414380290427941,-0.5454255891887809,-0.9736390554138661,0.6939602722968651,-0.6758013144949365,-0.9466925362138892,1.1793467749881468,1966,1,1,1,0,6.476972362889683,6.505784060128229,6.476972362889683,7.183870715062453,9.04793908261736,7.584264818389059,88,58,30,0,1900-1940,138041.78571428574
32,20,RL,,8544,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1966,2006,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1228,1228,GasA,Gd,Y,SBrkr,1228,0,0,1228,0,0,1,1,3,1,Gd,6,Typ,0,NA,Attchd,1966.0,Unf,1,271,TA,TA,Y,0,65,0,0,0,0,NA,MnPrv,,0,6,2008,WD,Normal,149350,11.914054519303125,0.16144326957647592,-0.6423526330238981,-0.12500025722977443,0.39772452605877767,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,0.4217845321219884,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2456,0,1,1,0,7.113956109566034,0.0,7.113956109566034,7.113956109566034,9.053101595549691,7.806696372521179,42,2,40,0,60-80,156596.2472222222
33,20,RL,85.0,11049,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1234,1234,GasA,Ex,Y,SBrkr,1234,0,0,1234,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2007.0,RFn,2,484,TA,TA,Y,0,30,0,0,0,0,NA,,,0,1,2008,WD,Normal,179900,12.100161978566867,0.4198622299024386,0.39247631403604133,0.8771361607767336,1.125140229698647,0.4731004782357291,0.7910193916083161,1.6746701301184388,0.8414380290427941,0.4217845321219884,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2468,0,1,1,0,7.118826249062078,0.0,7.118826249062078,7.118826249062078,9.3101857069459,7.81156848934518,1,1,0,0,post-2000,270977.6532029708
34,20,RL,70.0,10552,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,Rec,1018,Unf,0,380,1398,GasA,Gd,Y,SBrkr,1700,0,0,1700,0,1,1,1,4,1,Gd,6,Typ,1,Gd,Attchd,1959.0,RFn,2,447,TA,TA,Y,0,38,0,0,0,0,NA,,,0,4,2010,WD,Normal,165500,12.016732516077072,0.1996909418649644,-0.47610629843638597,-0.12500025722977443,1.125140229698647,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,0.4217845321219884,0.4665072995866137,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,3098,0,1,1,0,7.438971592395862,0.0,7.243512974665482,7.438971592395862,9.26416545867109,8.038834757787749,51,51,0,0,40-60,149731.8005860806
35,120,RL,60.0,7313,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,246.0,Ex,TA,PConc,Ex,TA,No,GLQ,1153,Unf,0,408,1561,GasA,Ex,Y,SBrkr,1561,0,0,1561,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2005.0,Fin,2,556,TA,TA,Y,203,47,0,0,0,0,NA,,,0,8,2007,WD,Normal,277500,12.533579815765737,0.919631689749054,1.7317154365030598,1.291226288624146,1.125140229698647,1.3071622573495316,0.7910193916083161,1.6746701301184388,0.8414380290427941,1.3878984258728477,0.4665072995866137,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,3122,0,1,1,0,7.3537223303996315,0.0,7.3537223303996315,7.3537223303996315,8.897545598709327,8.046549357283078,2,2,0,0,post-2000,234915.0871160143
36,60,RL,108.0,13418,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Stone,132.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1117,1117,GasA,Ex,Y,SBrkr,1132,1320,0,2452,0,0,3,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004.0,Fin,3,691,TA,TA,Y,113,32,0,0,0,0,NA,,,0,9,2006,WD,Normal,309000,12.6410997921206,0.919631689749054,1.7317154365030598,0.8771361607767336,1.125140229698647,0.4731004782357291,0.7910193916083161,1.6746701301184388,0.8414380290427941,0.4217845321219884,0.4665072995866137,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,3569,1,1,1,0,7.0326242610280065,7.186144304522325,7.0192966537150445,7.8050670442584895,9.504426892100957,8.180320874773685,2,1,1,0,post-2000,229216.45322071706
37,20,RL,112.0,10859,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1097,1097,GasA,Ex,Y,SBrkr,1097,0,0,1097,0,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,1995.0,Unf,2,672,TA,TA,Y,392,64,0,0,0,0,NA,,,0,6,2009,WD,Normal,145000,11.884495917930655,0.4198622299024386,0.39247631403604133,-0.12500025722977443,1.125140229698647,-0.3987887853731639,0.7910193916083161,0.548347517841876,0.8414380290427941,-0.5454255891887809,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2194,0,1,1,0,7.001245622069476,0.0,7.001245622069476,7.001245622069476,9.292841593487926,7.693937325509272,15,14,1,0,80-2000,241140.11000502767
38,20,RL,74.0,8532,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1990,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,650.0,TA,TA,CBlock,TA,TA,No,Rec,1213,Unf,0,84,1297,GasA,Gd,Y,SBrkr,1297,0,0,1297,0,1,1,0,3,1,TA,5,Typ,1,TA,Attchd,1954.0,Fin,2,498,TA,TA,Y,0,0,0,0,0,0,NA,,,0,10,2009,WD,Normal,153000,11.938199736300925,0.1996909418649644,-0.47610629843638597,-0.12500025722977443,0.39772452605877767,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,-0.5454255891887809,0.2409169978380875,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2594,0,1,1,0,7.168579897264035,0.0,7.168579897264035,7.168579897264035,9.051696278536586,7.861341795599989,55,19,36,0,40-60,133341.96702380953
39,20,RL,68.0,7922,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,731,Unf,0,326,1057,GasA,TA,Y,SBrkr,1057,0,0,1057,1,0,1,0,3,1,Gd,5,Typ,0,NA,Detchd,1953.0,Unf,1,246,TA,TA,Y,0,52,0,0,0,0,NA,,,0,1,2010,WD,Abnorml,109000,11.599112335481124,0.1996909418649644,-0.47610629843638597,-0.12500025722977443,0.48740583399344795,-0.3987887853731639,0.5804482077881533,-0.3542190655479322,0.8414380290427941,0.4217845321219884,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2114,0,1,1,0,6.964135612418245,0.0,6.964135612418245,6.964135612418245,8.977525200965243,7.656810091480378,57,3,54,0,40-60,133499.82416666666
40,90,RL,65.0,6040,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,,0.0,TA,TA,PConc,NA,NA,,,0,,0,0,0,GasA,TA,N,FuseP,1152,0,0,1152,0,0,2,0,2,2,Fa,6,Typ,0,NA,,,,0,0,NA,NA,N,0,0,0,0,0,0,NA,,,0,6,2008,WD,AdjLand,82000,11.314486721293981,0.12522547254661098,-0.9337104007898305,-0.4375959738818907,1.125140229698647,-0.3987887853731639,0.7910193916083161,-1.0419161218766582,-0.4234459953432566,-1.2642573688060426,-0.9736390554138661,-1.1417869922260813,-1.1340806112871793,-0.9466925362138892,1.1793467749881468,1152,0,0,0,0,7.050122520269059,0.0,0.0,7.050122520269059,8.706324840138741,7.050122520269059,53,53,0,0,40-60,141254.06702380953
41,20,RL,84.0,8658,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1965,1965,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,101.0,TA,TA,CBlock,TA,TA,No,Rec,643,Unf,0,445,1088,GasA,Ex,Y,SBrkr,1324,0,0,1324,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1965.0,RFn,2,440,TA,TA,Y,0,138,0,0,0,0,NA,GdWo,,0,12,2006,WD,Abnorml,160000,11.982935344196433,0.1996909418649644,-0.47610629843638597,0.1360474507543501,1.125140229698647,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,-0.5454255891887809,0.2409169978380875,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2412,0,1,1,0,7.1891677384203225,0.0,6.9930151229329605,7.1891677384203225,9.066354521447801,7.7886260656250315,41,41,0,0,60-80,152061.8722222222
42,20,RL,115.0,16905,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,967,Unf,0,383,1350,GasA,Gd,Y,SBrkr,1328,0,0,1328,0,1,1,1,2,1,TA,5,Typ,2,Gd,Attchd,1959.0,RFn,1,308,TA,TA,P,0,104,0,0,0,0,NA,,,0,7,2007,WD,Normal,170000,12.04355959836804,0.606926651230234,0.9796115880101572,-0.12500025722977443,0.39772452605877767,-0.3987887853731639,0.5804482077881533,-0.3542190655479322,0.8414380290427941,-0.5454255891887809,0.4665072995866137,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2678,0,1,1,0,7.192182058713246,0.0,7.208600337960199,7.192182058713246,9.735423867488873,7.893198869544609,48,48,0,0,40-60,149731.8005860806
43,85,RL,,9180,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,5,7,1983,1983,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,747,LwQ,93,0,840,GasA,Gd,Y,SBrkr,884,0,0,884,1,0,1,0,2,1,Gd,5,Typ,0,NA,Attchd,1983.0,RFn,2,504,TA,Gd,Y,240,0,0,0,0,0,NA,MnPrv,,0,12,2007,WD,Normal,144000,11.87757552297847,0.3716616878138307,0.17811417290294074,-0.12500025722977443,0.48740583399344795,-0.3987887853731639,0.7910193916083161,0.548347517841876,0.8414380290427941,0.4217845321219884,-0.9736390554138661,0.6939602722968651,1.3044322485658864,-0.9466925362138892,1.1793467749881468,1724,0,1,1,0,6.785587645007929,0.0,6.734591659972948,6.785587645007929,9.1248914101437,7.45298232946546,24,24,0,0,80-2000,183838.22222222222
44,20,RL,,9200,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1980,Hip,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,Gd,TA,Av,LwQ,280,BLQ,491,167,938,GasA,TA,Y,SBrkr,938,0,0,938,1,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1977.0,Unf,1,308,TA,TA,Y,145,0,0,0,0,0,NA,MnPrv,,0,7,2008,WD,Normal,130250,11.777218637129327,0.4198622299024386,0.39247631403604133,-0.12500025722977443,0.39772452605877767,-0.3987887853731639,0.7910193916083161,0.548347517841876,0.8414380290427941,-0.5454255891887809,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,1876,0,1,1,0,6.844815479208263,0.0,6.844815479208263,6.844815479208263,9.127067452782361,7.537430036586509,33,28,5,0,60-80,162482.33143939395
45,20,RL,70.0,7945,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,179,BLQ,506,465,1150,GasA,Ex,Y,FuseA,1150,0,0,1150,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1959.0,RFn,1,300,TA,TA,Y,0,0,0,0,0,0,NA,,,0,5,2006,WD,Normal,141000,11.856522261533737,0.1996909418649644,-0.47610629843638597,-0.12500025722977443,0.39772452605877767,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,-0.5454255891887809,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2300,0,1,1,0,7.048386408721883,0.0,7.048386408721883,7.048386408721883,8.980423936374544,7.741099090035366,47,47,0,0,40-60,149731.8005860806
46,120,RL,61.0,7658,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,412.0,Ex,TA,PConc,Ex,TA,No,GLQ,456,Unf,0,1296,1752,GasA,Ex,Y,SBrkr,1752,0,0,1752,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2005.0,RFn,2,576,TA,TA,Y,196,82,0,0,0,0,NA,,,0,2,2010,WD,Normal,319900,12.675766851909591,0.919631689749054,1.7317154365030598,1.291226288624146,1.125140229698647,1.3071622573495316,0.7910193916083161,1.6746701301184388,0.8414380290427941,1.3878984258728477,0.4665072995866137,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,3504,0,1,1,0,7.469083884921234,0.0,7.469083884921234,7.469083884921234,8.943636705909594,8.16194579946869,5,5,0,0,post-2000,234915.0871160143
47,50,RL,48.0,12822,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,1351,Unf,0,83,1434,GasA,Ex,Y,SBrkr,1518,631,0,2149,1,0,1,1,1,1,Gd,6,Typ,1,Ex,Attchd,2003.0,RFn,2,670,TA,TA,Y,168,43,0,0,198,0,NA,,,0,8,2009,WD,Abnorml,239686,12.387089184491993,0.24372225835603611,-0.2824568912133811,0.4919383106036763,1.125140229698647,0.4731004782357291,0.7910193916083161,1.6746701301184388,0.8414380290427941,0.4217845321219884,1.796816806707221,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,3583,1,1,1,0,7.325807502595773,6.448889394146858,7.268920128193722,7.673223121121708,9.458995712459116,8.18423477409482,6,6,0,0,post-2000,227387.36366847827
48,20,FV,84.0,11096,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1632,1656,GasA,Ex,Y,SBrkr,1656,0,0,1656,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2006.0,RFn,3,826,TA,TA,Y,0,146,0,0,0,0,NA,,,0,7,2007,WD,Normal,249700,12.428019481065613,0.535670769370434,0.7828559631391449,0.8771361607767336,1.125140229698647,0.4731004782357291,0.7910193916083161,0.548347517841876,0.8414380290427941,0.4217845321219884,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,3312,0,1,1,0,7.4127640174265625,0.0,7.4127640174265625,7.4127640174265625,9.314430080500564,8.105609402299896,1,1,0,0,post-2000,259203.19764741528
49,190,RM,33.0,4456,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,736,736,GasA,Gd,Y,SBrkr,736,716,0,1452,0,0,2,0,2,3,TA,8,Typ,0,NA,,,,0,0,NA,NA,N,0,0,102,0,0,0,NA,,,0,6,2009,New,Partial,113000,11.635151947212842,0.12524913304107066,-0.9585321898328607,-0.4375959738818907,1.125140229698647,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,-0.5454255891887809,-0.9736390554138661,-1.1417869922260813,-1.1340806112871793,-0.9466925362138892,1.1793467749881468,2188,1,1,0,0,6.602587892189336,6.57507584059962,6.602587892189336,7.2813856635702825,8.402231172946555,7.691200097522863,89,1,88,0,1900-1940,138041.78571428574
50,20,RL,66.0,7742,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,763,Unf,0,192,955,GasA,Ex,Y,SBrkr,955,0,0,955,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1966.0,Unf,1,386,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,,0,1,2007,WD,Normal,127000,11.751950239425476,0.16144326957647592,-0.6423526330238981,-0.12500025722977443,0.48740583399344795,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,-0.5454255891887809,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,1910,0,1,1,0,6.862757913051401,0.0,6.862757913051401,6.862757913051401,8.954544488386723,7.555381944240273,41,41,0,0,60-80,156596.2472222222
51,60,RL,,13869,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,182,Unf,0,612,794,GasA,Gd,Y,SBrkr,794,676,0,1470,0,1,2,0,3,1,TA,6,Typ,0,NA,Attchd,1997.0,Fin,2,388,TA,TA,Y,0,75,0,0,0,0,NA,,,0,7,2007,WD,Normal,177000,12.083910661257521,0.3982700876623205,0.36944473307072007,0.1360474507543501,0.39772452605877767,-0.3987887853731639,0.7910193916083161,0.548347517841876,0.8414380290427941,-0.5454255891887809,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2264,1,1,1,0,6.678342114654332,6.517671272912275,6.678342114654332,7.293697720601438,9.537483513308878,7.725330037917135,10,10,0,0,80-2000,233469.36622222225
52,50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,816,816,GasA,TA,Y,SBrkr,816,0,360,1176,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1985.0,Unf,2,528,TA,TA,Y,112,0,0,0,0,0,NA,MnPrv,Shed,400,9,2006,WD,Normal,114500,11.648338835562747,0.11092306981807476,-1.0294580017070376,0.1360474507543501,0.39772452605877767,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,-0.5454255891887809,0.4665072995866137,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,1632,0,1,1,0,6.705639094860003,0.0,6.705639094860003,7.0707241072602764,8.738895704934043,7.398174092970465,72,56,16,0,1900-1940,175949.47777777776
53,90,RM,110.0,8472,Grvl,,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Fa,TA,CBlock,Gd,TA,Gd,LwQ,104,GLQ,712,0,816,GasA,TA,N,SBrkr,816,0,0,816,1,0,1,0,2,1,TA,5,Typ,0,NA,CarPort,1963.0,Unf,2,516,TA,TA,Y,106,0,0,0,0,0,NA,,,0,5,2010,WD,Normal,110000,11.608244735642321,0.006536501924222393,-1.7136263261971685,-0.12500025722977443,1.125140229698647,-1.3814739502120903,0.7910193916083161,0.548347517841876,0.8414380290427941,-0.5454255891887809,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,1632,0,1,1,0,6.705639094860003,0.0,6.705639094860003,6.705639094860003,9.044639916198465,7.398174092970465,47,47,0,0,60-80,148800.19010025062
54,20,RL,68.0,50271,Pave,,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,,0.0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1810,Unf,0,32,1842,GasA,Gd,Y,SBrkr,1842,0,0,1842,2,0,0,1,0,1,Gd,5,Typ,1,Gd,Attchd,1981.0,Fin,3,894,TA,TA,Y,857,72,0,0,0,0,NA,,,0,11,2006,WD,Normal,385000,12.861001210669146,0.5922479716603972,0.9229605836533236,1.291226288624146,1.125140229698647,0.4731004782357291,0.7910193916083161,1.6746701301184388,0.8414380290427941,0.4217845321219884,0.4665072995866137,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,3684,0,1,1,0,7.519149957669823,0.0,7.519149957669823,7.519149957669823,10.825203541055348,8.212025804623437,25,19,6,0,80-2000,176975.3777777778
